tag,detected_at,START_DATE,RIVER_CODE,GEAR_CODE,SPECIES_CODE,TOTAL_LENGTH,WEIGHT,START_RM,STATION_ID,TRIP_ID,antenna
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
3DD.003BF5A2AF,12/20/2018,12/18/2018,BAC,BP2,FMS,178,45,,1,BAC20181023,03
