tag,detected_at,START_DATE,RIVER_CODE,GEAR_CODE,SPECIES_CODE,TOTAL_LENGTH,WEIGHT,START_RM,STATION_ID,TRIP_ID,antenna
3DD.003BF5A2A5,7/24/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/24/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/24/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/24/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/24/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/24/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/25/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/26/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/27/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,1
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,2
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,3
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,3
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,3
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,3
3DD.003BF5A2A5,7/28/2019,12/18/2018,BAC,BP2,FMS,156,31,,1,BAC20181023,3
