"date","site.name","temp.c.daily","rkm"
2004-02-08,"belowLCR",8.54614583333333,131.64
2004-02-08,"diamond",9.07125,387.53
2004-02-08,"glencanyondam",8.66888888888889,-0.32
2004-02-08,"LCR",14.3576388888889,NA
2004-02-08,"leesferry",8.37277777777778,25.43
2004-02-08,"national",8.86833333333333,294.19
2004-02-08,"phantom",8.50916666666667,167.05
2004-02-08,"rm30",8.33166666666667,73.71
2004-02-09,"aboveLCR",8.35416666666667,123.6
2004-02-09,"belowLCR",8.57333333333333,131.64
2004-02-09,"diamond",9.0196875,387.53
2004-02-09,"glencanyondam",8.64319444444445,-0.32
2004-02-09,"LCR",14.5691666666667,NA
2004-02-09,"leesferry",8.28125,25.43
2004-02-09,"national",8.74145833333333,294.19
2004-02-09,"phantom",8.55666666666667,167.05
2004-02-09,"rm30",8.28114583333333,73.71
2004-02-10,"aboveLCR",8.29,123.6
2004-02-10,"belowLCR",8.47260416666667,131.64
2004-02-10,"diamond",8.95208333333333,387.53
2004-02-10,"glencanyondam",8.58758620689655,-0.32
2004-02-10,"LCR",14.2524305555556,NA
2004-02-10,"leesferry",8.31627450980392,25.43
2004-02-10,"national",8.55104166666667,294.19
2004-02-10,"phantom",8.49145833333333,167.05
2004-02-10,"rm30",8.2696875,73.71
2004-02-11,"aboveLCR",8.2790625,123.6
2004-02-11,"belowLCR",8.43864583333333,131.64
2004-02-11,"diamond",8.79864583333333,387.53
2004-02-11,"glencanyondam",8.6425,-0.32
2004-02-11,"LCR",14.0177777777778,NA
2004-02-11,"leesferry",8.42,25.43
2004-02-11,"national",8.71895833333333,294.19
2004-02-11,"phantom",8.42854166666667,167.05
2004-02-11,"rm30",8.2521875,73.71
2004-02-12,"aboveLCR",8.1384375,123.6
2004-02-12,"belowLCR",8.3025,131.64
2004-02-12,"diamond",8.77947916666667,387.53
2004-02-12,"glencanyondam",8.61361111111111,-0.32
2004-02-12,"LCR",13.2813888888889,NA
2004-02-12,"leesferry",8.159375,25.43
2004-02-12,"national",8.50979166666667,294.19
2004-02-12,"phantom",8.3815625,167.05
2004-02-12,"rm30",8.16447916666667,73.71
2004-02-13,"aboveLCR",7.9409375,123.6
2004-02-13,"belowLCR",8.069375,131.64
2004-02-13,"diamond",8.48625,387.53
2004-02-13,"glencanyondam",8.55194444444444,-0.32
2004-02-13,"LCR",12.0502083333333,NA
2004-02-13,"leesferry",8.10326388888889,25.43
2004-02-13,"national",8.38083333333333,294.19
2004-02-13,"phantom",8.01854166666667,167.05
2004-02-13,"rm30",8.00541666666667,73.71
2004-02-14,"aboveLCR",8.01145833333333,123.6
2004-02-14,"belowLCR",8.1621875,131.64
2004-02-14,"diamond",8.5159375,387.53
2004-02-14,"glencanyondam",8.53819444444444,-0.32
2004-02-14,"LCR",13.8090277777778,NA
2004-02-14,"leesferry",8.16076388888889,25.43
2004-02-14,"national",8.18520833333333,294.19
2004-02-14,"phantom",8.12083333333333,167.05
2004-02-14,"rm30",8.083,73.71
2004-02-15,"aboveLCR",8.21989583333333,123.6
2004-02-15,"belowLCR",8.39447916666667,131.64
2004-02-15,"diamond",8.56697916666667,387.53
2004-02-15,"glencanyondam",8.45,-0.32
2004-02-15,"LCR",14.7625694444444,NA
2004-02-15,"leesferry",8.16482638888889,25.43
2004-02-15,"national",8.31739583333333,294.19
2004-02-15,"phantom",8.34989583333333,167.05
2004-02-15,"rm30",8.23142857142857,73.71
2004-02-16,"aboveLCR",8.3328125,123.6
2004-02-16,"belowLCR",8.56177083333333,131.64
2004-02-16,"diamond",8.69302083333333,387.53
2004-02-16,"glencanyondam",8.43,-0.32
2004-02-16,"LCR",14.9320138888889,NA
2004-02-16,"leesferry",8.2196875,25.43
2004-02-16,"national",8.6028125,294.19
2004-02-16,"phantom",8.57375,167.05
2004-02-16,"rm30",8.11625,73.71
2004-02-17,"aboveLCR",8.36642105263158,123.6
2004-02-17,"belowLCR",8.58462365591398,131.64
2004-02-17,"diamond",8.99208333333333,387.53
2004-02-17,"glencanyondam",8.48583333333333,-0.32
2004-02-17,"LCR",15.0964444444444,NA
2004-02-17,"leesferry",8.25725694444444,25.43
2004-02-17,"national",8.7615625,294.19
2004-02-17,"phantom",8.65739583333333,167.05
2004-02-17,"rm30",8.29927083333333,73.71
2004-02-18,"aboveLCR",8.53552083333333,123.6
2004-02-18,"belowLCR",8.7540625,131.64
2004-02-18,"diamond",9.44635416666667,387.53
2004-02-18,"glencanyondam",8.42930555555556,-0.32
2004-02-18,"LCR",15.8136458333333,NA
2004-02-18,"leesferry",8.29916666666667,25.43
2004-02-18,"national",9.16802083333333,294.19
2004-02-18,"phantom",8.86627659574468,167.05
2004-02-18,"rm30",8.471875,73.71
2004-02-19,"aboveLCR",8.73385416666667,123.6
2004-02-19,"belowLCR",8.9603125,131.64
2004-02-19,"diamond",9.701875,387.53
2004-02-19,"glencanyondam",8.44541666666667,-0.32
2004-02-19,"LCR",16.2811458333333,NA
2004-02-19,"leesferry",8.29138888888889,25.43
2004-02-19,"national",9.37916666666667,294.19
2004-02-19,"phantom",9.04125,167.05
2004-02-19,"rm30",8.51125,73.71
2004-02-20,"aboveLCR",8.72072916666667,123.6
2004-02-20,"belowLCR",8.9771875,131.64
2004-02-20,"diamond",9.94395833333333,387.53
2004-02-20,"glencanyondam",8.47819444444444,-0.32
2004-02-20,"LCR",15.8438541666667,NA
2004-02-20,"leesferry",8.23694444444445,25.43
2004-02-20,"national",9.59364583333333,294.19
2004-02-20,"phantom",9.20916666666667,167.05
2004-02-20,"rm30",8.47791666666667,73.71
2004-02-21,"aboveLCR",8.64614583333333,123.6
2004-02-21,"belowLCR",8.89322916666667,131.64
2004-02-21,"diamond",10.0011458333333,387.53
2004-02-21,"glencanyondam",8.48791666666667,-0.32
2004-02-21,"LCR",16.2722916666667,NA
2004-02-21,"leesferry",8.35791666666667,25.43
2004-02-21,"national",9.75064516129032,294.19
2004-02-21,"phantom",9.0540625,167.05
2004-02-21,"rm30",8.46770833333333,73.71
2004-02-21,"spencer",10.27,421.33
2004-02-22,"aboveLCR",8.74302083333333,123.6
2004-02-22,"belowLCR",8.98583333333333,131.64
2004-02-22,"diamond",10.1897894736842,387.53
2004-02-22,"glencanyondam",8.47527777777778,-0.32
2004-02-22,"LCR",16.651875,NA
2004-02-22,"leesferry",8.36694444444444,25.43
2004-02-22,"national",9.74697916666667,294.19
2004-02-22,"phantom",9.06802083333333,167.05
2004-02-22,"rm30",8.54875,73.71
2004-02-22,"spencer",10.2292708333333,421.33
2004-02-23,"aboveLCR",8.75083333333333,123.6
2004-02-23,"belowLCR",9.07364583333333,131.64
2004-02-23,"diamond",10.2459375,387.53
2004-02-23,"glencanyondam",8.38638888888889,-0.32
2004-02-23,"LCR",16.4982291666667,NA
2004-02-23,"leesferry",8.38833333333333,25.43
2004-02-23,"national",9.75145833333333,294.19
2004-02-23,"phantom",9.205,167.05
2004-02-23,"rm30",8.5125,73.71
2004-02-23,"spencer",10.4075,421.33
2004-02-24,"aboveLCR",8.67760416666667,123.6
2004-02-24,"belowLCR",8.94375,131.64
2004-02-24,"diamond",10.290625,387.53
2004-02-24,"glencanyondam",8.45319444444444,-0.32
2004-02-24,"LCR",16.2101041666667,NA
2004-02-24,"leesferry",8.30638888888889,25.43
2004-02-24,"national",9.87104166666667,294.19
2004-02-24,"phantom",9.13541666666667,167.05
2004-02-24,"rm30",8.40520833333333,73.71
2004-02-24,"spencer",10.3461764705882,421.33
2004-02-25,"aboveLCR",8.64479166666667,123.6
2004-02-25,"belowLCR",8.89614583333333,131.64
2004-02-25,"diamond",10.4363541666667,387.53
2004-02-25,"glencanyondam",8.48958333333333,-0.32
2004-02-25,"LCR",16.3628125,NA
2004-02-25,"leesferry",8.35305555555555,25.43
2004-02-25,"national",9.98,294.19
2004-02-25,"phantom",9.12552083333333,167.05
2004-02-25,"rm30",8.56375,73.71
2004-02-25,"spencer",10.7333333333333,421.33
2004-02-26,"aboveLCR",8.81572916666667,123.6
2004-02-26,"belowLCR",9.07572916666667,131.64
2004-02-26,"diamond",10.5484375,387.53
2004-02-26,"glencanyondam",8.495,-0.32
2004-02-26,"LCR",16.5639583333333,NA
2004-02-26,"leesferry",8.35986111111111,25.43
2004-02-26,"national",9.93739583333333,294.19
2004-02-26,"phantom",9.27302083333333,167.05
2004-02-26,"rm30",8.62979166666667,73.71
2004-02-26,"spencer",10.7191666666667,421.33
2004-02-27,"aboveLCR",8.831875,123.6
2004-02-27,"belowLCR",9.0853125,131.64
2004-02-27,"diamond",10.2977083333333,387.53
2004-02-27,"glencanyondam",8.5225,-0.32
2004-02-27,"LCR",16.5515625,NA
2004-02-27,"leesferry",8.355,25.43
2004-02-27,"national",9.8121875,294.19
2004-02-27,"phantom",9.21052083333333,167.05
2004-02-27,"rm30",8.53177083333333,73.71
2004-02-27,"spencer",10.41625,421.33
2004-02-28,"aboveLCR",8.57770833333333,123.6
2004-02-28,"belowLCR",8.7784375,131.64
2004-02-28,"diamond",10.0153125,387.53
2004-02-28,"glencanyondam",8.56888888888889,-0.32
2004-02-28,"LCR",15.4519791666667,NA
2004-02-28,"leesferry",8.32319444444444,25.43
2004-02-28,"national",9.74458333333333,294.19
2004-02-28,"phantom",8.93104166666667,167.05
2004-02-28,"rm30",8.42614583333333,73.71
2004-02-28,"spencer",10.2421875,421.33
2004-02-29,"aboveLCR",8.4490625,123.6
2004-02-29,"belowLCR",8.67,131.64
2004-02-29,"diamond",9.97270833333333,387.53
2004-02-29,"glencanyondam",8.56569444444444,-0.32
2004-02-29,"LCR",15.0802083333333,NA
2004-02-29,"leesferry",8.40347222222222,25.43
2004-02-29,"national",9.53885416666667,294.19
2004-02-29,"phantom",8.8065625,167.05
2004-02-29,"rm30",8.38145833333333,73.71
2004-02-29,"spencer",10.1022916666667,421.33
2004-03-01,"aboveLCR",8.51416666666667,123.6
2004-03-01,"belowLCR",8.77885416666667,131.64
2004-03-01,"diamond",9.99875,387.53
2004-03-01,"glencanyondam",8.46069444444444,-0.32
2004-03-01,"LCR",15.2530208333333,NA
2004-03-01,"leesferry",8.37444444444444,25.43
2004-03-01,"national",9.42166666666667,294.19
2004-03-01,"phantom",8.8165625,167.05
2004-03-01,"rm30",8.47416666666667,73.71
2004-03-01,"spencer",10.126875,421.33
2004-03-02,"aboveLCR",8.66625,123.6
2004-03-02,"belowLCR",8.92947916666667,131.64
2004-03-02,"diamond",9.90583333333333,387.53
2004-03-02,"glencanyondam",8.62902777777778,-0.32
2004-03-02,"LCR",15.8758333333333,NA
2004-03-02,"leesferry",8.45736111111111,25.43
2004-03-02,"national",9.40239583333333,294.19
2004-03-02,"phantom",9.036875,167.05
2004-03-02,"rm30",8.5578125,73.71
2004-03-02,"spencer",9.85573529411765,421.33
2004-03-03,"aboveLCR",8.76208333333333,123.6
2004-03-03,"belowLCR",8.99052083333333,131.64
2004-03-03,"diamond",10.054375,387.53
2004-03-03,"glencanyondam",8.67203703703704,-0.32
2004-03-03,"LCR",16.2454166666667,NA
2004-03-03,"leesferry",8.50510204081633,25.43
2004-03-03,"national",9.67270833333333,294.19
2004-03-03,"phantom",9.15177083333333,167.05
2004-03-03,"rm30",8.71208333333333,73.71
