OBJECTID,UNIT,SHORE_LEN,HABITAT,KM,SIDE,UNPADDED_STATION_ID,UP_KM,DOWN_KM,LON_SH_ST,LAT_SH_ST,LON_SH_EN,LAT_SH_EN,LON_CL_ST,LAT_CL_ST,LON_CL_EN,LAT_CL_EN,STATION_TYPE,AGF_LEGACY_NAME,SHAPE,STATION_ID,UP_RM,DOWN_RM,RIVER_CODE
1,UPPER,169.7700562,CL,0.1,L,COR0.1L,0,0.1,-111.4831732,36.93656072,-111.4822922,36.93557736,-111.4835955,36.93636926,-111.4829405,36.93536206,19, ,1,COR000.100L,-15.835,-15.773,COR
2,UPPER,169.8962406,CL,0.1,R,COR0.1R,0,0.1,-111.4842862,36.93575908,-111.4843202,36.93476453,-111.4834371,36.93614407,-111.4828792,36.93524311,19, ,2,COR000.100R,-15.835,-15.773,COR
3,UPPER,170.368394,CL,0.2,L,COR0.2L,0.1,0.3,-111.4822922,36.93557736,-111.4815459,36.93446603,-111.4829405,36.93536206,-111.4823609,36.93420779,19, ,3,COR000.200L,-15.773,-15.649,COR
4,UPPER,169.8744243,CL,0.2,R,COR0.2R,0.1,0.3,-111.4843202,36.93476453,-111.4837946,36.9336942,-111.4828792,36.93524311,-111.4823357,36.93415649,19, ,4,COR000.200R,-15.773,-15.649,COR
5,UPPER,168.9411655,CL,0.3,L,COR0.3L,0.3,0.4,-111.4815459,36.93446603,-111.4810399,36.93341191,-111.4823609,36.93420779,-111.4818375,36.93315358,19, ,5,COR000.300L,-15.649,-15.586,COR
6,UPPER,169.7700561,CL,0.35,R,COR0.35R,0.3,0.4,-111.4837946,36.9336942,-111.483044,36.93231293,-111.4823357,36.93415649,-111.481643,36.93276671,19, ,6,COR000.350R,-15.649,-15.586,COR
7,UPPER,156.5814614,TA,0.45,L,COR0.45L,0.4,0.5,-111.4810399,36.93341191,-111.4803492,36.9322132,-111.4818375,36.93315358,-111.4812284,36.93193986,19, ,7,COR000.450L,-15.586,-15.524,COR
8,UPPER,138.9814157,TA,0.5,R,COR0.5R,0.4,0.6,-111.483044,36.93231293,-111.4819999,36.93150323,-111.481643,36.93276671,-111.4811459,36.93176874,19, ,8,COR000.500R,-15.586,-15.462,COR
9,UPPER,155.9028849,TA,0.6,L,COR0.6L,0.5,0.7,-111.4803492,36.9322132,-111.4798753,36.93090192,-111.4812284,36.93193986,-111.4806166,36.93067145,19, ,9,COR000.600L,-15.524,-15.4,COR
10,UPPER,139.3676137,TA,0.6,R,COR0.6R,0.6,0.7,-111.4819999,36.93150323,-111.481183,36.93051924,-111.4811459,36.93176874,-111.4806266,36.93069223,19, ,10,COR000.600R,-15.462,-15.4,COR
11,UPPER,155.6965156,TA,0.75,L,COR0.75L,0.7,0.8,-111.4798753,36.93090192,-111.4794948,36.92976055,-111.4806166,36.93067145,-111.480024,36.92957071,19, ,11,COR000.750L,-15.4,-15.338,COR
12,UPPER,140.1409883,TA,0.75,R,COR0.75R,0.7,0.8,-111.481183,36.93051924,-111.4807991,36.92938516,-111.4806266,36.93069223,-111.4800669,36.9296478,19, ,12,COR000.750R,-15.4,-15.338,COR
13,UPPER,156.125745,TA,0.9,L,COR0.9L,0.8,1,-111.4794948,36.92976055,-111.479001,36.92844809,-111.480024,36.92957071,-111.479564,36.92832403,19, ,13,COR000.900L,-15.338,-15.214,COR
14,UPPER,138.9804371,TA,0.9,R,COR0.9R,0.8,1,-111.4807991,36.92938516,-111.4804414,36.92820449,-111.4800669,36.9296478,-111.4795875,36.92839267,19, ,14,COR000.900R,-15.338,-15.214,COR
15,UPPER,155.9028848,TA,1.05,L,COR1.05L,1,1.1,-111.479001,36.92844809,-111.4787493,36.92715419,-111.479564,36.92832403,-111.4792386,36.92714709,19, ,15,COR001.050L,-15.214,-15.151,COR
16,UPPER,162.9581596,CB,1.05,R,COR1.05R,1,1.1,-111.4804414,36.92820449,-111.4797906,36.92702726,-111.4795875,36.92839267,-111.4792455,36.92700962,19, ,16,COR001.050R,-15.214,-15.151,COR
17,UPPER,162.9581596,CB,1.3,R,COR1.3R,1.2,1.4,-111.480896,36.92705183,-111.4814622,36.92582549,-111.4799457,36.92614916,-111.4809945,36.9254167,19, ,17,COR001.300R,-15.089,-14.965,COR
18,UPPER,156.2250959,TA,1.2,L,COR1.2L,1.1,1.2,-111.4787493,36.92715419,-111.4793547,36.92600439,-111.4792386,36.92714709,-111.4797409,36.92630751,19, ,18,COR001.200L,-15.151,-15.089,COR
19,UPPER,162.9581595,CB,1.2,R,COR1.2R,1.1,1.3,-111.4797906,36.92702726,-111.4807224,36.92608998,-111.4792455,36.92700962,-111.4804351,36.92581709,19, ,19,COR001.200R,-15.151,-15.027,COR
20,UPPER,155.9028849,TA,1.3,L,COR1.3L,1.2,1.4,-111.4793547,36.92600439,-111.4804573,36.92497936,-111.4797409,36.92630751,-111.4809745,36.92543147,19, ,20,COR001.300L,-15.089,-14.965,COR
21,UPPER,162.1286955,SB,1.45,R,COR1.45R,1.4,1.5,-111.4814622,36.92582549,-111.4828499,36.924902,-111.4809945,36.9254167,-111.4823508,36.92442691,19, ,21,COR001.450R,-14.965,-14.903,COR
22,UPPER,155.9028848,TA,1.45,L,COR1.45L,1.4,1.5,-111.4804573,36.92497936,-111.4816274,36.92406953,-111.4809745,36.92543147,-111.4821737,36.92454712,19, ,22,COR001.450L,-14.965,-14.903,COR
23,UPPER,161.8883584,CL,1.6,R,COR1.6R,1.5,1.7,-111.4828499,36.924902,-111.484102,36.92397131,-111.4823508,36.92442691,-111.4835493,36.92361519,19, ,23,COR001.600R,-14.903,-14.779,COR
24,UPPER,155.9028848,TA,1.6,L,COR1.6L,1.5,1.6,-111.4816274,36.92406953,-111.4828195,36.92320877,-111.4821737,36.92454712,-111.4833724,36.92373499,19, ,24,COR001.600L,-14.903,-14.841,COR
25,UPPER,161.55077,TA,1.75,R,COR1.75R,1.7,1.8,-111.484102,36.92397131,-111.4850064,36.9228118,-111.4835493,36.92361519,-111.4846036,36.92255383,19, ,25,COR001.750R,-14.779,-14.717,COR
26,UPPER,155.4371339,TA,1.7,L,COR1.7L,1.6,1.8,-111.4828195,36.92320877,-111.4838545,36.92245164,-111.4833724,36.92373499,-111.4843744,36.92278455,19, ,26,COR001.700L,-14.841,-14.717,COR
27,UPPER,161.9856095,TA,1.9,R,COR1.9R,1.8,2,-111.4850064,36.9228118,-111.4859249,36.92165867,-111.4846036,36.92255383,-111.4854587,36.9214377,17,G3,27,COR001.900R,-14.717,-14.592,COR
28,UPPER,155.3513573,TA,1.85,L,COR1.85L,1.8,1.9,-111.4838545,36.92245164,-111.4848246,36.92135921,-111.4843744,36.92278455,-111.4853376,36.9216024,19, ,28,COR001.850L,-14.717,-14.654,COR
29,UPPER,220.81786,TA,2.05,R,COR2.05R,2,2.2,-111.4859249,36.92165867,-111.4875304,36.92032975,-111.4854587,36.9214377,-111.4867759,36.91989771,19, ,29,COR002.050R,-14.592,-14.468,COR
30,UPPER,210.5774356,CB,2.05,L,COR2.05L,1.9,2.1,-111.4848246,36.92135921,-111.4858644,36.91972557,-111.4853376,36.9216024,-111.4865699,36.92012958,19, ,30,COR002.050L,-14.654,-14.53,COR
31,UPPER,175.0561802,CB,2.25,R,COR2.25R,2.2,2.3,-111.4875304,36.92032975,-111.4881549,36.91923105,-111.4867759,36.91989771,-111.4878367,36.91896117,19, ,31,COR002.250R,-14.468,-14.406,COR
32,UPPER,137.1726898,TA,2.2,L,COR2.2L,2.1,2.3,-111.4858644,36.91972557,-111.4869094,36.91891097,-111.4865699,36.92012958,-111.4873789,36.91930915,19, ,32,COR002.200L,-14.53,-14.406,COR
33,UPPER,137.2408144,TA,2.3,L,COR2.3L,2.3,2.4,-111.4869094,36.91891097,-111.4880575,36.91815477,-111.4873789,36.91930915,-111.4883728,36.91855367,19, ,33,COR002.300L,-14.406,-14.344,COR
34,UPPER,175.0561802,CB,2.4,R,COR2.4R,2.3,2.5,-111.4881549,36.91923105,-111.4898188,36.91848645,-111.4878367,36.91896117,-111.4896116,36.91811187,19, ,34,COR002.400R,-14.406,-14.282,COR
35,UPPER,154.2810322,TA,2.45,L,COR2.45L,2.4,2.5,-111.4880575,36.91815477,-111.489577,36.91768654,-111.4883728,36.91855367,-111.4897792,36.9180521,19, ,35,COR002.450L,-14.344,-14.282,COR
36,UPPER,172.9603139,SB,2.55,R,COR2.55R,2.5,2.7,-111.4898188,36.91848645,-111.4916576,36.91808478,-111.4896116,36.91811187,-111.4915569,36.91765756,19, ,36,COR002.550R,-14.282,-14.157,COR
37,UPPER,156.258371,CL,3.1,R,COR3.1R,3,3.2,-111.4955144,36.91811158,-111.4972271,36.91798843,-111.4954896,36.9175517,-111.4971539,36.91742754,19, ,37,COR003.100R,-13.971,-13.847,COR
38,UPPER,173.1165714,SB,2.95,R,COR2.95R,2.9,3,-111.4935832,36.91806135,-111.4955144,36.91811158,-111.4935983,36.91758944,-111.4954896,36.9175517,19, ,38,COR002.950R,-14.033,-13.971,COR
39,UPPER,172.8040562,SB,2.75,R,COR2.75R,2.7,2.9,-111.4916576,36.91808478,-111.4935832,36.91806135,-111.4915569,36.91765756,-111.4935983,36.91758944,19, ,39,COR002.750R,-14.157,-14.033,COR
40,UPPER,154.8239753,TA,2.6,L,COR2.6L,2.5,2.7,-111.489577,36.91768654,-111.49114,36.91720507,-111.4897792,36.9180521,-111.4912574,36.91770308,19, ,40,COR002.600L,-14.282,-14.157,COR
41,UPPER,156.2583709,CL,3.25,R,COR3.25R,3.2,3.3,-111.4972271,36.91798843,-111.4989222,36.91772645,-111.4971539,36.91742754,-111.4987249,36.91713425,19, ,41,COR003.250R,-13.847,-13.784,COR
42,UPPER,260.793,TA,2.7,L,COR2.7L,2.7,2.8,-111.49114,36.91720507,-111.493988,36.91706,-111.4912574,36.91770308,-111.494003,36.917595,19, ,42,COR002.700L,-14.157,-14.095,COR
43,UPPER,156.2583709,CL,3.4,R,COR3.4R,3.3,3.4,-111.4989222,36.91772645,-111.5002907,36.91701891,-111.4987249,36.91713425,-111.4999579,36.91659835,19, ,43,COR003.400R,-13.784,-13.722,COR
44,UPPER,203.386,TA,3,L,COR3L,2.9,3.1,-111.493988,36.91706,-111.4962017,36.91690455,-111.494003,36.917595,-111.4962795,36.91750105,17,G4,44,COR003.000L,-14.033,-13.909,COR
45,UPPER,145.2637891,CB,3.15,L,COR3.15L,3.1,3.3,-111.4962017,36.91690455,-111.4977928,36.91666909,-111.4962795,36.91750105,-111.4979998,36.91729005,19, ,45,COR003.150L,-13.909,-13.784,COR
46,UPPER,145.2637892,CB,3.35,L,COR3.35L,3.3,3.4,-111.4977928,36.91666909,-111.4992859,36.91623487,-111.4979998,36.91729005,-111.4996841,36.91673804,19, ,46,COR003.350L,-13.784,-13.722,COR
47,UPPER,156.2583709,CL,3.5,R,COR3.5R,3.4,3.6,-111.5002907,36.91701891,-111.5012465,36.9159419,-111.4999579,36.91659835,-111.5007312,36.9157633,19, ,47,COR003.500R,-13.722,-13.598,COR
48,UPPER,149.4106364,SB,3.55,L,COR3.55L,3.4,3.6,-111.4992859,36.91623487,-111.500315,36.91524704,-111.4996841,36.91673804,-111.5008946,36.91528356,19, ,48,COR003.550L,-13.722,-13.598,COR
49,UPPER,156.4160436,TA,3.6,R,COR3.6R,3.6,3.7,-111.5012465,36.9159419,-111.5015573,36.91470893,-111.5007312,36.9157633,-111.5009156,36.91473343,19, ,49,COR003.600R,-13.598,-13.536,COR
50,UPPER,149.4106363,SB,3.7,L,COR3.7L,3.6,3.8,-111.500315,36.91524704,-111.4998921,36.91409255,-111.5008946,36.91528356,-111.5008367,36.91402478,19, ,50,COR003.700L,-13.598,-13.474,COR
51,UPPER,157.4085833,TA,3.75,R,COR3.75R,3.7,3.8,-111.5015573,36.91470893,-111.5014901,36.9133287,-111.5009156,36.91473343,-111.5007733,36.91336962,19, ,51,COR003.750R,-13.536,-13.474,COR
52,UPPER,259.1115547,CL,3.9,L,COR3.9L,3.8,4,-111.4998921,36.91409255,-111.4997684,36.91187071,-111.5008367,36.91402478,-111.5005978,36.91178058,19, ,52,COR003.900L,-13.474,-13.35,COR
53,UPPER,158.4011229,TA,3.9,R,COR3.9R,3.8,4,-111.5014901,36.9133287,-111.5014797,36.91194542,-111.5007733,36.91336962,-111.500641,36.91203657,19, ,53,COR003.900R,-13.474,-13.35,COR
54,UPPER,158.8454122,CB,4.05,R,COR4.05R,4,4.1,-111.5014797,36.91194542,-111.5012462,36.9106379,-111.500641,36.91203657,-111.5004215,36.91071128,19, ,54,COR004.050R,-13.35,-13.287,COR
55,UPPER,144.2925256,SB,4.1,L,COR4.1L,4,4.1,-111.4997684,36.91187071,-111.4992597,36.9106693,-111.5005978,36.91178058,-111.5004017,36.91056769,19, ,55,COR004.100L,-13.35,-13.287,COR
56,UPPER,159.4269212,CB,4.2,R,COR4.2R,4.1,4.2,-111.5012462,36.9106379,-111.5008625,36.90943105,-111.5004215,36.91071128,-111.5002196,36.90976396,19, ,56,COR004.200R,-13.287,-13.225,COR
57,UPPER,145.2789645,SB,4.2,L,COR4.2L,4.1,4.3,-111.4992597,36.9106693,-111.4996296,36.90960827,-111.5004017,36.91056769,-111.4999992,36.90946848,19, ,57,COR004.200L,-13.287,-13.163,COR
58,UPPER,159.4269212,CB,4.35,R,COR4.35R,4.2,4.4,-111.5008625,36.90943105,-111.5001013,36.90833224,-111.5002196,36.90976396,-111.4995593,36.90834646,19, ,58,COR004.350R,-13.225,-13.101,COR
59,UPPER,143.3060865,SB,4.3,L,COR4.3L,4.3,4.4,-111.4996296,36.90960827,-111.4989818,36.90862814,-111.4999992,36.90946848,-111.4995867,36.90854657,19, ,59,COR004.300L,-13.163,-13.101,COR
60,UPPER,168.4751434,TA,4.45,L,COR4.45L,4.4,4.5,-111.4989818,36.90862814,-111.4990536,36.90712896,-111.4995867,36.90854657,-111.4995418,36.90714255,19, ,60,COR004.450L,-13.101,-13.039,COR
61,UPPER,160.2903843,CB,4.5,R,COR4.5R,4.4,4.6,-111.5001013,36.90833224,-111.4999892,36.90700681,-111.4995593,36.90834646,-111.4995589,36.90694305,19, ,61,COR004.500R,-13.101,-12.977,COR
62,UPPER,168.4751434,TA,4.6,L,COR4.6L,4.5,4.7,-111.4990536,36.90712896,-111.4994126,36.90577353,-111.4995418,36.90714255,-111.4998666,36.90589099,19, ,62,COR004.600L,-13.039,-12.915,COR
63,UPPER,159.1449671,CB,4.65,R,COR4.65R,4.6,4.7,-111.4999892,36.90700681,-111.5006333,36.90573052,-111.4995589,36.90694305,-111.499997,36.90556591,19, ,63,COR004.650R,-12.977,-12.915,COR
64,UPPER,168.4751434,TA,4.75,L,COR4.75L,4.7,4.8,-111.4994126,36.90577353,-111.4999083,36.90442719,-111.4998666,36.90589099,-111.5004018,36.90455294,19, ,64,COR004.750L,-12.915,-12.852,COR
65,UPPER,165.3420616,SB,4.8,R,COR4.8R,4.7,4.9,-111.5006333,36.90573052,-111.5010157,36.90446138,-111.499997,36.90556591,-111.5004908,36.90432765,19, ,65,COR004.800R,-12.915,-12.79,COR
66,UPPER,168.4751434,TA,4.9,L,COR4.9L,4.8,5,-111.4999083,36.90442719,-111.5001182,36.90312599,-111.5004018,36.90455294,-111.500821,36.90337083,19, ,66,COR004.900L,-12.852,-12.728,COR
67,UPPER,165.3420616,SB,4.95,R,COR4.95R,4.9,5,-111.5010157,36.90446138,-111.5016639,36.90308942,-111.5004908,36.90432765,-111.5011606,36.90283434,19, ,67,COR004.950R,-12.79,-12.728,COR
68,UPPER,168.4751434,TA,5.05,L,COR5.05L,5,5.1,-111.5001182,36.90312599,-111.5012513,36.90199024,-111.500821,36.90337083,-111.501662,36.90237053,19, ,68,COR005.050L,-12.728,-12.666,COR
69,UPPER,165.3420616,SB,5.15,R,COR5.15R,5,5.2,-111.5016639,36.90308942,-111.5029889,36.9021689,-111.5011606,36.90283434,-111.5026767,36.90176577,19, ,69,COR005.150R,-12.728,-12.604,COR
70,UPPER,168.4751435,TA,5.2,L,COR5.2L,5.1,5.3,-111.5012513,36.90199024,-111.5027651,36.90111788,-111.501662,36.90237053,-111.5029914,36.90165321,19, ,70,COR005.200L,-12.666,-12.542,COR
71,UPPER,165.3420617,SB,5.35,R,COR5.35R,5.2,5.4,-111.5029889,36.9021689,-111.5046931,36.90202634,-111.5026767,36.90176577,-111.5047064,36.90147154,19, ,71,COR005.350R,-12.604,-12.48,COR
72,UPPER,151.4093043,CL,5.75,R,COR5.75R,5.7,5.8,-111.5078016,36.902158,-111.5094533,36.90211669,-111.5078235,36.90182696,-111.5093787,36.90182374,19, ,72,COR005.750R,-12.293,-12.231,COR
73,UPPER,153.340414,CL,5.6,R,COR5.6R,5.6,5.7,-111.5062879,36.90191229,-111.5078016,36.902158,-111.506341,36.90165566,-111.5078235,36.90182696,19, ,73,COR005.600R,-12.355,-12.293,COR
74,UPPER,256.650702,TA,5.95,R,COR5.95R,5.8,6.1,-111.5094533,36.90211669,-111.5122132,36.90174942,-111.5093787,36.90182374,-111.5121058,36.90127613,19, ,74,COR005.950R,-12.231,-12.045,COR
75,UPPER,173.58865,TA,6.65,R,COR6.65R,6.6,6.7,-111.5174395,36.90208996,-111.5191109,36.90174072,-111.5175369,36.90116413,-111.5190866,36.9012126,19, ,75,COR006.650R,-11.734,-11.672,COR
76,UPPER,152.2730868,CB,6.45,R,COR6.45R,6.4,6.6,-111.5155211,36.90181934,-111.5174395,36.90208996,-111.5156401,36.90101345,-111.5175369,36.90116413,19, ,76,COR006.450R,-11.858,-11.734,COR
77,UPPER,152.3748592,CL,5.5,R,COR5.5R,5.4,5.6,-111.5046931,36.90202634,-111.5062879,36.90191229,-111.5047064,36.90147154,-111.506341,36.90165566,19, ,77,COR005.500R,-12.48,-12.355,COR
78,UPPER,207.511898,CL,6.8,R,COR6.8R,6.7,6.9,-111.5191109,36.90174072,-111.5211959,36.90180682,-111.5190866,36.9012126,-111.5210398,36.90103487,19, ,78,COR006.800R,-11.672,-11.548,COR
79,UPPER,153.0214054,CB,6.3,R,COR6.3R,6.2,6.4,-111.5138613,36.90184695,-111.5155211,36.90181934,-111.5136473,36.90103355,-111.5156401,36.90101345,19, ,79,COR006.300R,-11.982,-11.858,COR
80,UPPER,144.8008496,CB,5.85,L,COR5.85L,5.8,5.9,-111.50872,36.90162777,-111.5102626,36.90133736,-111.5087044,36.9018645,-111.5103865,36.90164826,19, ,80,COR005.850L,-12.231,-12.169,COR
81,UPPER,146.5031529,CB,5.7,L,COR5.7L,5.6,5.8,-111.5070889,36.90148289,-111.50872,36.90162777,-111.507034,36.90174815,-111.5087044,36.9018645,19, ,81,COR005.700L,-12.355,-12.231,COR
82,UPPER,151.9891843,CB,6.15,R,COR6.15R,6.1,6.2,-111.5122132,36.90174942,-111.5138613,36.90184695,-111.5121058,36.90127613,-111.5136473,36.90103355,19, ,82,COR006.150R,-12.045,-11.982,COR
83,UPPER,151.450152,TA,6.9,R,COR6.9R,6.9,7,-111.5211959,36.90180682,-111.5223763,36.90094137,-111.5210398,36.90103487,-111.522154,36.90061052,19, ,83,COR006.900R,-11.548,-11.485,COR
84,UPPER,145.6520011,CB,5.55,L,COR5.55L,5.5,5.6,-111.5058396,36.90079498,-111.5070889,36.90148289,-111.5056275,36.90154862,-111.507034,36.90174815,19, ,84,COR005.550L,-12.417,-12.355,COR
85,UPPER,168.4751433,TA,5.3,L,COR5.3L,5.3,5.4,-111.5027651,36.90111788,-111.5044752,36.90056791,-111.5029914,36.90165321,-111.5044537,36.90146763,19, ,85,COR005.300L,-12.542,-12.48,COR
86,UPPER,216.79,CB,6,L,COR6L,5.9,6.1,-111.5102626,36.90133736,-111.512528,36.9000915,-111.5103865,36.90164826,-111.512614,36.901188,19, ,86,COR006.000L,-12.169,-12.045,COR
87,UPPER,145.6520011,CB,5.4,L,COR5.4L,5.4,5.5,-111.5044752,36.90056791,-111.5058396,36.90079498,-111.5044537,36.90146763,-111.5056275,36.90154862,19, ,87,COR005.400L,-12.48,-12.417,COR
88,UPPER,136.0202362,CB,6.7,L,COR6.7L,6.6,6.8,-111.5182291,36.90086949,-111.5197488,36.90077445,-111.5181934,36.90120871,-111.5197681,36.90119239,19, ,88,COR006.700L,-11.734,-11.61,COR
89,UPPER,252.507,CB,6.25,L,COR6.25L,6.2,6.3,-111.512441,36.900523,-111.515275,36.900722,-111.515281,36.901188,-111.5147167,36.900975,17,G5,89,COR006.250L,-11.982,-11.92,COR
90,UPPER,264.07,CB,6.55,L,COR6.55L,6.5,6.6,-111.515275,36.900722,-111.5182291,36.90086949,-111.515281,36.900975,-111.5181934,36.90120871,19, ,90,COR006.550L,-11.796,-11.734,COR
91,UPPER,136.0202362,CB,6.85,L,COR6.85L,6.8,6.9,-111.5197488,36.90077445,-111.5212105,36.90051848,-111.5197681,36.90119239,-111.5214859,36.90091434,19, ,91,COR006.850L,-11.61,-11.548,COR
92,UPPER,1007.158,CB,6.1,L,COR6.1L,5.7,6.2,-111.5080108,36.9003484,-111.512441,36.900523,-111.5079128,36.90183077,-111.512528,36.900915,19, ,92,COR006.100L,-12.293,-11.982,COR
93,UPPER,151.4280322,TA,7.05,R,COR7.05R,7,7.1,-111.5223763,36.90094137,-111.5238224,36.90029704,-111.522154,36.90061052,-111.5232856,36.89996306,19, ,93,COR007.050R,-11.485,-11.423,COR
94,UPPER,136.0202362,CB,7,L,COR7L,6.9,7.1,-111.5212105,36.90051848,-111.5224838,36.89990299,-111.5214859,36.90091434,-111.5228151,36.9002998,19, ,94,COR007.000L,-11.548,-11.423,COR
95,UPPER,147.3997968,SB,7.15,L,COR7.15L,7.1,7.2,-111.5224838,36.89990299,-111.5233824,36.8988723,-111.5228151,36.9002998,-111.5238057,36.89892783,19, ,95,COR007.150L,-11.423,-11.361,COR
96,UPPER,150.6913961,TA,7.2,R,COR7.2R,7.1,7.2,-111.5238224,36.90029704,-111.5243297,36.89907424,-111.5232856,36.89996306,-111.5237903,36.89900348,19, ,96,COR007.200R,-11.423,-11.361,COR
97,UPPER,151.4501521,TA,7.3,R,COR7.3R,7.2,7.3,-111.5243297,36.89907424,-111.5247769,36.89793747,-111.5237903,36.89900348,-111.5238136,36.89798586,19, ,97,COR007.300R,-11.361,-11.299,COR
98,UPPER,147.2099325,SB,7.3,L,COR7.3L,7.2,7.4,-111.5233824,36.8988723,-111.5229653,36.89764755,-111.5238057,36.89892783,-111.5237841,36.89760643,19, ,98,COR007.300L,-11.361,-11.237,COR
99,UPPER,151.450152,TA,7.4,R,COR7.4R,7.3,7.5,-111.5247769,36.89793747,-111.5250517,36.89674367,-111.5238136,36.89798586,-111.5237221,36.89681045,19, ,99,COR007.400R,-11.299,-11.175,COR
100,UPPER,147.3997968,SB,7.45,L,COR7.45L,7.4,7.5,-111.5229653,36.89764755,-111.5228395,36.89634968,-111.5237841,36.89760643,-111.5237388,36.89638718,19, ,100,COR007.450L,-11.237,-11.175,COR
101,UPPER,152.159564,TA,7.55,R,COR7.55R,7.5,7.6,-111.5250517,36.89674367,-111.5246495,36.89551393,-111.5237221,36.89681045,-111.523799,36.89546557,19, ,101,COR007.550R,-11.175,-11.113,COR
102,UPPER,147.3997967,SB,7.6,L,COR7.6L,7.5,7.7,-111.5228395,36.89634968,-111.5230618,36.8950816,-111.5237388,36.89638718,-111.5237999,36.89506757,19, ,102,COR007.600L,-11.175,-11.05,COR
103,UPPER,151.5216157,TA,7.7,R,COR7.7R,7.6,7.8,-111.5246495,36.89551393,-111.524734,36.89420419,-111.523799,36.89546557,-111.5237679,36.89426067,19, ,103,COR007.700R,-11.113,-10.988,COR
104,UPPER,147.3997967,SB,7.75,L,COR7.75L,7.7,7.8,-111.5230618,36.8950816,-111.5229715,36.89376566,-111.5237999,36.89506757,-111.5237657,36.89383374,19, ,104,COR007.750L,-11.05,-10.988,COR
105,UPPER,229.9978112,CB,7.9,R,COR7.9R,7.8,8.1,-111.524734,36.89420419,-111.5252635,36.89225677,-111.5237679,36.89426067,-111.5249468,36.89194163,19, ,105,COR007.900R,-10.988,-10.802,COR
106,UPPER,147.589661,SB,7.9,L,COR7.9L,7.8,7.9,-111.5229715,36.89376566,-111.5234845,36.89251413,-111.5237657,36.89383374,-111.5240902,36.89277213,19, ,106,COR007.900L,-10.988,-10.926,COR
107,UPPER,157.3102778,TA,8,L,COR8L,7.9,8.1,-111.5234845,36.89251413,-111.5246091,36.89158003,-111.5240902,36.89277213,-111.5249623,36.89193152,19, ,107,COR008.000L,-10.926,-10.802,COR
108,UPPER,198.6252119,SB,8.15,R,COR8.15R,8.1,8.3,-111.5252635,36.89225677,-111.5272219,36.89147045,-111.5249468,36.89194163,-111.5268295,36.89098409,19, ,108,COR008.150R,-10.802,-10.678,COR
109,UPPER,157.3102778,TA,8.15,L,COR8.15L,8.1,8.2,-111.5246091,36.89158003,-111.5260756,36.89085499,-111.5249623,36.89193152,-111.5263719,36.8912223,19, ,109,COR008.150L,-10.802,-10.74,COR
110,UPPER,144.7249867,CL,8.3,R,COR8.3R,8.3,8.4,-111.5272219,36.89147045,-111.528589,36.89079877,-111.5268295,36.89098409,-111.5281172,36.89027273,19, ,110,COR008.300R,-10.678,-10.615,COR
111,UPPER,157.3102779,TA,8.3,L,COR8.3L,8.2,8.4,-111.5260756,36.89085499,-111.5272383,36.8898156,-111.5263719,36.8912223,-111.5278084,36.8904514,19, ,111,COR008.300L,-10.74,-10.615,COR
112,UPPER,144.7249867,CL,8.45,R,COR8.45R,8.4,8.5,-111.528589,36.89079877,-111.5298345,36.89002132,-111.5281172,36.89027273,-111.5291862,36.88953386,19, ,112,COR008.450R,-10.615,-10.553,COR
113,UPPER,148.7356886,CB,8.45,L,COR8.45L,8.4,8.5,-111.5272383,36.8898156,-111.5285008,36.88913324,-111.5278084,36.8904514,-111.5291149,36.88959503,19, ,113,COR008.450L,-10.615,-10.553,COR
114,UPPER,144.0930352,CL,8.6,R,COR8.6R,8.5,8.6,-111.5298345,36.89002132,-111.5307363,36.88896447,-111.5291862,36.88953386,-111.529855,36.88872591,19, ,114,COR008.600R,-10.553,-10.491,COR
115,UPPER,147.8860864,CB,8.65,L,COR8.65L,8.5,8.7,-111.5285008,36.88913324,-111.5293153,36.88798521,-111.5291149,36.88959503,-111.5300054,36.887999,19, ,115,COR008.650L,-10.553,-10.429,COR
116,UPPER,144.0930352,CL,8.7,R,COR8.7R,8.6,8.7,-111.5307363,36.88896447,-111.5307157,36.8877795,-111.529855,36.88872591,-111.5300126,36.88776545,19, ,116,COR008.700R,-10.491,-10.429,COR
117,UPPER,149.5852908,CB,8.8,L,COR8.8L,8.7,8.9,-111.5293153,36.88798521,-111.5292967,36.886688,-111.5300054,36.887999,-111.5297999,36.88658275,19, ,117,COR008.800L,-10.429,-10.305,COR
118,UPPER,144.0930352,TA,8.8,R,COR8.8R,8.7,8.9,-111.5307157,36.8877795,-111.5306114,36.88652601,-111.5300126,36.88776545,-111.5298342,36.88668857,19, ,118,COR008.800R,-10.429,-10.305,COR
119,UPPER,163.6211933,SB,8.95,L,COR8.95L,8.9,9.1,-111.5292967,36.886688,-111.5281201,36.88562334,-111.5297999,36.88658275,-111.5284281,36.88527479,19, ,119,COR008.950L,-10.305,-10.181,COR
120,UPPER,145.0045392,TA,8.9,R,COR8.9R,8.9,9,-111.5306114,36.88652601,-111.5295137,36.88563996,-111.5298342,36.88668857,-111.5292443,36.88585002,19, ,120,COR008.900R,-10.305,-10.243,COR
121,MIDDLE,163.3011337,SB,9.8,L,COR9.8L,9.7,9.9,-111.5210337,36.8859345,-111.5192998,36.88573241,-111.5210942,36.88517676,-111.5196017,36.88494237,19, ,121,COR009.800L,-9.808,-9.683,COR
