OBJECTID,UNIT,SHORE_LEN,HABITAT,KM,SIDE,UNPADDED_STATION_ID,UP_KM,DOWN_KM,LON_SH_ST,LAT_SH_ST,LON_SH_EN,LAT_SH_EN,LON_CL_ST,LAT_CL_ST,LON_CL_EN,LAT_CL_EN,STATION_TYPE,AGF_LEGACY_NAME,SHAPE,STATION_ID,UP_RM,DOWN_RM,RIVER_CODE
11516,,,,172.11,R,S91.11R,,,-112.1372771,36.10198512,,,,,,,46,,1349,S+091.11R,,91.11,COR
11517,,,,172.16,L,S91.14L,,,-112.1381943,36.10183418,,,,,,,46,,1347,S+091.14L,,91.14,COR
11518,,,,172.34,R,S91.25R,,,-112.1391899,36.10334454,,,,,,,46,,1348,S+091.25R,,91.25,COR
11519,,,,172.36,L,S91.27L,,,-112.1398462,36.10313644,,,,,,,46,,1346,S+091.27L,,91.27,COR
11520,,,,172.55,R,S91.38R,,,-112.141028,36.10455212,,,,,,,46,,1347,S+091.38R,,91.38,COR
11521,,,,172.6,L,S91.41L,,,-112.1419118,36.10435368,,,,,,,46,,1345,S+091.41L,,91.41,COR
11522,,,,172.77,R,S91.52R,,,-112.1431546,36.10556771,,,,,,,46,,1346,S+091.52R,,91.52,COR
11523,,,,172.83,L,S91.56L,,,-112.1440894,36.10530869,,,,,,,46,,1344,S+091.56L,,91.56,COR
11524,,,,172.98,R,S91.65R,,,-112.1454635,36.10631636,,,,,,,46,,1345,S+091.65R,,91.65,COR
11525,,,,173.06,L,S91.70L,,,-112.1464732,36.10588115,,,,,,,46,,1343,S+091.70L,,91.7,COR
11526,,,,173.18,R,S91.77R,,,-112.147713,36.10666907,,,,,,,46,,1344,S+091.77R,,91.77,COR
11527,,,,173.29,L,S91.84L,,,-112.1489497,36.10599145,,,,,,,46,,1342,S+091.84L,,91.84,COR
11528,,,,173.38,R,S91.90R,,,-112.1500065,36.10647628,,,,,,,46,,1343,S+091.90R,,91.9,COR
11529,,,,173.52,L,S91.99L,,,-112.1514904,36.10595242,,,,,,,46,,1341,S+091.99L,,91.99,COR
11530,,,,173.6,R,S92.04R,,,-112.1524303,36.1061327,,,,,,,46,,1342,S+092.04R,,92.04,COR
11531,,,,173.75,L,S92.13L,,,-112.1540229,36.1055752,,,,,,,46,,1340,S+092.13L,,92.13,COR
11532,,,,173.84,R,S92.18R,,,-112.1550245,36.10604713,,,,,,,46,,1341,S+092.18R,,92.18,COR
11533,,,,173.98,L,S92.27L,,,-112.1564476,36.10527299,,,,,,,46,,1339,S+092.27L,,92.27,COR
11534,,,,174.05,R,S92.31R,,,-112.1573724,36.10560443,,,,,,,46,,1340,S+092.31R,,92.31,COR
11535,,,,174.22,L,S92.42L,,,-112.1586378,36.10429389,,,,,,,46,,1338,S+092.42L,,92.42,COR
11536,,,,174.25,R,S92.44R,,,-112.1593143,36.10447153,,,,,,,46,,1339,S+092.44R,,92.44,COR
11537,,,,174.42,L,S92.54L,,,-112.1605342,36.1032553,,,,,,,46,,1337,S+092.54L,,92.54,COR
11538,,,,174.45,R,S92.57R,,,-112.161363,36.10376938,,,,,,,46,,1338,S+092.57R,,92.57,COR
11539,,,,174.6,R,S92.66R,,,-112.1627118,36.10285823,,,,,,,46,,1337,S+092.66R,,92.66,COR
11540,,,,174.64,L,S92.68L,,,-112.1624388,36.10218834,,,,,,,46,,1336,S+092.68L,,92.68,COR
11541,,,,174.83,R,S92.80R,,,-112.1645915,36.10153687,,,,,,,46,,1336,S+092.80R,,92.8,COR
11542,,,,174.87,L,S92.83L,,,-112.1641381,36.10076785,,,,,,,46,,1335,S+092.83L,,92.83,COR
11543,,,,175.05,L,S92.94L,,,-112.1659347,36.09965695,,,,,,,46,,1334,S+092.94L,,92.94,COR
11544,,,,175.05,R,S92.94R,,,-112.1662335,36.10027528,,,,,,,46,,1335,S+092.94R,,92.94,COR
11545,,,,175.24,L,S93.06L,,,-112.1682122,36.09935681,,,,,,,46,,1333,S+093.06L,,93.06,COR
11546,,,,175.28,R,S93.08R,,,-112.1685831,36.10003405,,,,,,,46,,1334,S+093.08R,,93.08,COR
11547,,,,175.48,L,S93.20L,,,-112.1704428,36.09895952,,,,,,,46,,1332,S+093.20L,,93.2,COR
11548,,,,175.49,R,S93.21R,,,-112.1709658,36.09949156,,,,,,,46,,1333,S+093.21R,,93.21,COR
11549,,,,175.71,L,S93.35L,,,-112.1729123,36.09822778,,,,,,,46,,1331,S+093.35L,,93.35,COR
11550,,,,175.73,R,S93.36R,,,-112.1733707,36.09873466,,,,,,,46,,1332,S+093.36R,,93.36,COR
11551,,,,175.93,L,S93.48L,,,-112.1752862,36.09750992,,,,,,,46,,1330,S+093.48L,,93.48,COR
11552,,,,175.97,R,S93.51R,,,-112.1758306,36.09820254,,,,,,,46,,1331,S+093.51R,,93.51,COR
11553,,,,176.09,L,S93.58L,,,-112.1772242,36.09740617,,,,,,,46,,1329,S+093.58L,,93.58,COR
11554,,,,176.19,R,S93.65R,,,-112.1783026,36.09832531,,,,,,,46,,1330,S+093.65R,,93.65,COR
11555,,,,176.29,L,S93.71L,,,-112.1792631,36.09757074,,,,,,,46,,1328,S+093.71L,,93.71,COR
11556,,,,176.4,R,S93.78R,,,-112.1805764,36.09806736,,,,,,,46,,1329,S+093.78R,,93.78,COR
11557,,,,176.47,L,S93.82L,,,-112.1814852,36.09743427,,,,,,,46,,1327,S+093.82L,,93.82,COR
11558,,,,176.61,R,S93.91R,,,-112.1826886,36.09860708,,,,,,,46,,1328,S+093.91R,,93.91,COR
11559,,,,176.71,L,S93.97L,,,-112.1837945,36.09845357,,,,,,,46,,1326,S+093.97L,,93.97,COR
11560,,,,176.82,R,S94.03R,,,-112.185128,36.09914436,,,,,,,46,,1327,S+094.03R,,94.03,COR
11561,,,,176.94,L,S94.11L,,,-112.1863114,36.09817078,,,,,,,46,,1325,S+094.11L,,94.11,COR
11562,,,,177.02,R,S94.16R,,,-112.1871693,36.09822337,,,,,,,46,,1326,S+094.16R,,94.16,COR
11563,,,,177.14,L,S94.23L,,,-112.1885831,36.09782035,,,,,,,46,,1324,S+094.23L,,94.23,COR
11564,,,,177.21,R,S94.28R,,,-112.1893212,36.09838434,,,,,,,46,,1325,S+094.28R,,94.28,COR
11565,,,,177.37,L,S94.38L,,,-112.190857,36.09729386,,,,,,,46,,1323,S+094.38L,,94.38,COR
11566,,,,177.45,R,S94.42R,,,-112.1917244,36.09791039,,,,,,,46,,1324,S+094.42R,,94.42,COR
11567,,,,177.59,L,S94.51L,,,-112.1932427,36.09715301,,,,,,,46,,1322,S+094.51L,,94.51,COR
11568,,,,177.68,R,S94.57R,,,-112.1942794,36.09767636,,,,,,,46,,1323,S+094.57R,,94.57,COR
11569,,,,177.82,L,S94.66L,,,-112.1958807,36.09713839,,,,,,,46,,1321,S+094.66L,,94.66,COR
11570,,,,177.89,R,S94.70R,,,-112.1965918,36.09763064,,,,,,,46,,1322,S+094.70R,,94.7,COR
11571,,,,178.06,L,S94.81L,,,-112.1984063,36.09668445,,,,,,,46,,1320,S+094.81L,,94.81,COR
11572,,,,178.11,R,S94.84R,,,-112.1989427,36.0972826,,,,,,,46,,1321,S+094.84R,,94.84,COR
11573,,,,178.26,L,S94.93L,,,-112.2007283,36.09657392,,,,,,,46,,1319,S+094.93L,,94.93,COR
11574,,,,178.34,R,S94.98R,,,-112.2015333,36.09757862,,,,,,,46,,1320,S+094.98R,,94.98,COR
11575,,,,178.47,L,S95.06L,,,-112.203183,36.09700056,,,,,,,46,,1318,S+095.06L,,95.06,COR
11576,,,,178.58,R,S95.13R,,,-112.2040113,36.09800132,,,,,,,46,,1319,S+095.13R,,95.13,COR
11577,,,,178.7,L,S95.21L,,,-112.2055226,36.097875,,,,,,,46,,1317,S+095.21L,,95.21,COR
11578,,,,178.82,R,S95.28R,,,-112.2063953,36.09881147,,,,,,,46,,1318,S+095.28R,,95.28,COR
11579,,,,178.94,L,S95.36L,,,-112.2079903,36.09879461,,,,,,,46,,1316,S+095.36L,,95.36,COR
11580,,,,179.06,R,S95.43R,,,-112.2086302,36.09991606,,,,,,,46,,1317,S+095.43R,,95.43,COR
11581,,,,179.19,L,S95.51L,,,-112.2101122,36.10006996,,,,,,,46,,1315,S+095.51L,,95.51,COR
11582,,,,179.3,R,S95.57R,,,-112.2111157,36.10068513,,,,,,,46,,1316,S+095.57R,,95.57,COR
11583,,,,179.43,L,S95.66L,,,-112.2127466,36.10055076,,,,,,,46,,1314,S+095.66L,,95.66,COR
11584,,,,179.53,R,S95.72R,,,-112.213499,36.10147603,,,,,,,46,,1315,S+095.72R,,95.72,COR
11585,,,,179.64,L,S95.79L,,,-112.2149002,36.10124627,,,,,,,46,,1313,S+095.79L,,95.79,COR
11586,,,,179.76,R,S95.86R,,,-112.2158112,36.10217187,,,,,,,46,,1314,S+095.86R,,95.86,COR
11587,,,,179.85,L,S95.92L,,,-112.2170667,36.10197118,,,,,,,46,,1312,S+095.92L,,95.92,COR
11588,,,,179.97,R,S95.99R,,,-112.2178868,36.10309338,,,,,,,46,,1313,S+095.99R,,95.99,COR
11589,,,,180.03,L,S96.03L,,,-112.2189047,36.10294881,,,,,,,46,,1311,S+096.03L,,96.03,COR
11590,,,,180.19,R,S96.13R,,,-112.2196813,36.10431072,,,,,,,46,,1312,S+096.13R,,96.13,COR
11591,,,,180.23,L,S96.16L,,,-112.2207717,36.10395526,,,,,,,46,,1310,S+096.16L,,96.16,COR
11592,,,,180.4,R,S96.26R,,,-112.2213767,36.10564551,,,,,,,46,,1311,S+096.26R,,96.26,COR
11593,,,,180.45,L,S96.29L,,,-112.2222957,36.10549132,,,,,,,46,,1309,S+096.29L,,96.29,COR
11594,,,,180.61,R,S96.39R,,,-112.2229701,36.10701235,,,,,,,46,,1310,S+096.39R,,96.39,COR
11595,,,,180.67,L,S96.43L,,,-112.2241683,36.10684134,,,,,,,46,,1308,S+096.43L,,96.43,COR
11596,,,,180.81,R,S96.52R,,,-112.2245585,36.10830084,,,,,,,46,,1309,S+096.52R,,96.52,COR
11597,,,,180.9,L,S96.57L,,,-112.2257569,36.10840046,,,,,,,46,,1307,S+096.57L,,96.57,COR
11598,,,,181.01,R,S96.64R,,,-112.2262187,36.1094694,,,,,,,46,,1308,S+096.64R,,96.64,COR
11599,,,,181.14,L,S96.72L,,,-112.2276113,36.10996686,,,,,,,46,,1306,S+096.72L,,96.72,COR
11600,,,,181.25,R,S96.79R,,,-112.2278986,36.1110834,,,,,,,46,,1307,S+096.79R,,96.79,COR
11601,,,,181.37,L,S96.86L,,,-112.2292234,36.11164148,,,,,,,46,,1305,S+096.86L,,96.86,COR
11602,,,,181.49,R,S96.94R,,,-112.2291433,36.11292492,,,,,,,46,,1306,S+096.94R,,96.94,COR
11603,,,,181.58,L,S97.00L,,,-112.2302662,36.11346094,,,,,,,46,,1304,S+097.00L,,97,COR
11604,,,,181.76,R,S97.10R,,,-112.2295411,36.11507896,,,,,,,46,,1305,S+097.10R,,97.1,COR
11605,,,,181.78,L,S97.12L,,,-112.2301668,36.11537316,,,,,,,46,,1303,S+097.12L,,97.12,COR
11606,,,,181.97,R,S97.24R,,,-112.230043,36.11709547,,,,,,,46,,1304,S+097.24R,,97.24,COR
11607,,,,182.04,L,S97.28L,,,-112.2310398,36.11736777,,,,,,,46,,1302,S+097.28L,,97.28,COR
11608,,,,182.16,R,S97.35R,,,-112.2309256,36.11858521,,,,,,,46,,1303,S+097.35R,,97.35,COR
11609,,,,182.27,L,S97.42L,,,-112.2321151,36.11929139,,,,,,,46,,1301,S+097.42L,,97.42,COR
11610,,,,182.36,R,S97.48R,,,-112.2314094,36.1202904,,,,,,,46,,1302,S+097.48R,,97.48,COR
11611,,,,182.5,L,S97.56L,,,-112.2327523,36.12126991,,,,,,,46,,1300,S+097.56L,,97.56,COR
11612,,,,182.57,R,S97.61R,,,-112.232309,36.12209486,,,,,,,46,,1301,S+097.61R,,97.61,COR
11613,,,,182.71,L,S97.70L,,,-112.233526,36.12319855,,,,,,,46,,1299,S+097.70L,,97.7,COR
11614,,,,182.79,R,S97.75R,,,-112.2327826,36.12408686,,,,,,,46,,1300,S+097.75R,,97.75,COR
11615,,,,182.95,L,S97.84L,,,-112.2341984,36.12523077,,,,,,,46,,1298,S+097.84L,,97.84,COR
11616,,,,183.02,R,S97.89R,,,-112.2334997,36.12599414,,,,,,,46,,1299,S+097.89R,,97.89,COR
11617,,,,183.17,L,S97.98L,,,-112.2348211,36.12705129,,,,,,,46,,1297,S+097.98L,,97.98,COR
11618,,,,183.24,R,S98.02R,,,-112.2341089,36.12792354,,,,,,,46,,1298,S+098.02R,,98.02,COR
11619,,,,183.38,L,S98.11L,,,-112.235594,36.12885866,,,,,,,46,,1296,S+098.11L,,98.11,COR
11620,,,,183.46,R,S98.16R,,,-112.2353304,36.12976643,,,,,,,46,,1297,S+098.16R,,98.16,COR
11621,,,,183.62,L,S98.26L,,,-112.236826,36.13071266,,,,,,,46,,1295,S+098.26L,,98.26,COR
11622,,,,183.7,R,S98.31R,,,-112.2365772,36.13167416,,,,,,,46,,1296,S+098.31R,,98.31,COR
11623,,,,183.87,L,S98.42L,,,-112.2385158,36.13228353,,,,,,,46,,1294,S+098.42L,,98.42,COR
11624,,,,183.91,R,S98.44R,,,-112.2383096,36.13317888,,,,,,,46,,1295,S+098.44R,,98.44,COR
11625,,,,184.1,R,S98.56R,,,-112.2401899,36.13408501,,,,,,,46,,1294,S+098.56R,,98.56,COR
11626,,,,184.11,L,S98.57L,,,-112.2407964,36.13329753,,,,,,,46,,1293,S+098.57L,,98.57,COR
11627,,,,184.34,R,S98.71R,,,-112.2427918,36.13461999,,,,,,,46,,1293,S+098.71R,,98.71,COR
11628,,,,184.36,L,S98.72L,,,-112.243228,36.13400447,,,,,,,46,,1292,S+098.72L,,98.72,COR
11629,,,,184.58,L,S98.86L,,,-112.2454879,36.13501223,,,,,,,46,,1291,S+098.86L,,98.86,COR
11630,,,,184.58,R,S98.86R,,,-112.2451752,36.13534017,,,,,,,46,,1292,S+098.86R,,98.86,COR
11631,,,,184.8,L,S98.99L,,,-112.2469072,36.13660865,,,,,,,46,,1290,S+098.99L,,98.99,COR
11632,,,,184.8,R,S98.99R,,,-112.2462014,36.13722201,,,,,,,46,,1291,S+098.99R,,98.99,COR
11633,,,,185.01,L,S99.12L,,,-112.2484232,36.13805742,,,,,,,46,,1289,S+099.12L,,99.12,COR
11634,,,,185.04,R,S99.14R,,,-112.2481481,36.13864808,,,,,,,46,,1290,S+099.14R,,99.14,COR
11635,,,,185.23,R,S99.26R,,,-112.2499827,36.13976155,,,,,,,46,,1289,S+099.26R,,99.26,COR
11636,,,,185.25,L,S99.28L,,,-112.2505445,36.13931489,,,,,,,46,,1288,S+099.28L,,99.28,COR
11637,,,,185.45,R,S99.40R,,,-112.2520432,36.14076774,,,,,,,46,,1288,S+099.40R,,99.4,COR
11638,,,,185.49,L,S99.42L,,,-112.2526988,36.14056195,,,,,,,46,,1287,S+099.42L,,99.42,COR
11639,,,,185.68,R,S99.54R,,,-112.2542171,36.14185122,,,,,,,46,,1287,S+099.54R,,99.54,COR
11640,,,,185.73,L,S99.57L,,,-112.2551173,36.14149301,,,,,,,46,,1286,S+099.57L,,99.57,COR
11641,,,,185.9,R,S99.68R,,,-112.2565055,36.14274907,,,,,,,46,,1286,S+099.68R,,99.68,COR
11642,,,,185.97,L,S99.72L,,,-112.2575342,36.14220311,,,,,,,46,,1285,S+099.72L,,99.72,COR
11643,,,,186.14,R,S99.83R,,,-112.2588909,36.14354713,,,,,,,46,,1285,S+099.83R,,99.83,COR
11644,,,,186.19,L,S99.86L,,,-112.2596739,36.14337855,,,,,,,46,,1284,S+099.86L,,99.86,COR
11645,,,,186.38,R,S99.98R,,,-112.2606996,36.14500183,,,,,,,46,,1284,S+099.98R,,99.98,COR
11646,,,,186.4,L,S99.99L,,,-112.2615694,36.14455937,,,,,,,46,,1283,S+099.99L,,99.99,COR
11647,,,,186.6,R,S100.11R,,,-112.2630199,36.14590555,,,,,,,46,,1283,S+100.11R,,100.11,COR
11648,,,,186.65,L,S100.14L,,,-112.2634018,36.14538763,,,,,,,46,,1282,S+100.14L,,100.14,COR
11649,,,,186.82,R,S100.25R,,,-112.2653813,36.1451985,,,,,,,46,,1282,S+100.25R,,100.25,COR
11650,,,,186.88,L,S100.29L,,,-112.2658988,36.14459687,,,,,,,46,,1281,S+100.29L,,100.29,COR
11651,,,,187.05,R,S100.40R,,,-112.2678274,36.14474582,,,,,,,46,,1281,S+100.40R,,100.4,COR
11652,,,,187.11,L,S100.43L,,,-112.2682305,36.14412592,,,,,,,46,,1280,S+100.43L,,100.43,COR
11653,,,,187.28,R,S100.54R,,,-112.2702417,36.14424921,,,,,,,46,,1280,S+100.54R,,100.54,COR
11654,,,,187.33,L,S100.57L,,,-112.2706292,36.14373644,,,,,,,46,,1279,S+100.57L,,100.57,COR
11655,,,,187.52,R,S100.68R,,,-112.2726919,36.14376465,,,,,,,46,,1279,S+100.68R,,100.68,COR
11656,,,,187.55,L,S100.70L,,,-112.2730297,36.14327539,,,,,,,46,,1278,S+100.70L,,100.7,COR
11657,,,,187.74,R,S100.82R,,,-112.2751956,36.1435796,,,,,,,46,,1278,S+100.82R,,100.82,COR
11658,,,,187.76,L,S100.83L,,,-112.2753979,36.14327842,,,,,,,46,,1277,S+100.83L,,100.83,COR
11659,,,,187.96,L,S100.96L,,,-112.2777797,36.14322504,,,,,,,46,,1276,S+100.96L,,100.96,COR
11660,,,,187.96,R,S100.96R,,,-112.2775562,36.14378082,,,,,,,46,,1277,S+100.96R,,100.96,COR
11661,,,,188.18,L,S101.09L,,,-112.2800094,36.14383278,,,,,,,46,,1275,S+101.09L,,101.09,COR
11662,,,,188.18,R,S101.10R,,,-112.2799424,36.14412916,,,,,,,46,,1276,S+101.10R,,101.1,COR
11663,,,,188.38,R,S101.22R,,,-112.2821412,36.14468198,,,,,,,46,,1275,S+101.22R,,101.22,COR
11664,,,,188.41,L,S101.24L,,,-112.2824465,36.14425772,,,,,,,46,,1274,S+101.24L,,101.24,COR
11665,,,,188.63,L,S101.37L,,,-112.2848255,36.14469796,,,,,,,46,,1273,S+101.37L,,101.37,COR
11666,,,,188.62,R,S101.37R,,,-112.2845572,36.14517461,,,,,,,46,,1274,S+101.37R,,101.37,COR
11667,,,,188.84,R,S101.50R,,,-112.2868766,36.14569483,,,,,,,46,,1273,S+101.50R,,101.5,COR
11668,,,,188.84,L,S101.51L,,,-112.2871774,36.14502861,,,,,,,46,,1272,S+101.51L,,101.51,COR
11669,,,,189.06,L,S101.64L,,,-112.2894109,36.14585243,,,,,,,46,,1271,S+101.64L,,101.64,COR
11670,,,,189.07,R,S101.65R,,,-112.2892932,36.14634438,,,,,,,46,,1272,S+101.65R,,101.65,COR
11671,,,,189.27,L,S101.77L,,,-112.2915345,36.14661231,,,,,,,46,,1270,S+101.77L,,101.77,COR
11672,,,,189.28,R,S101.78R,,,-112.2913986,36.14721628,,,,,,,46,,1271,S+101.78R,,101.78,COR
11673,,,,189.49,L,S101.91L,,,-112.2937617,36.14757442,,,,,,,46,,1269,S+101.91L,,101.91,COR
11674,,,,189.5,R,S101.91R,,,-112.2935379,36.1479778,,,,,,,46,,1270,S+101.91R,,101.91,COR
11675,,,,189.71,L,S102.05L,,,-112.2959126,36.14853035,,,,,,,46,,1268,S+102.05L,,102.05,COR
11676,,,,189.73,R,S102.06R,,,-112.2958633,36.14886494,,,,,,,46,,1269,S+102.06R,,102.06,COR
11677,,,,189.95,R,S102.19R,,,-112.2978127,36.1500526,,,,,,,46,,1268,S+102.19R,,102.19,COR
11678,,,,189.95,L,S102.19L,,,-112.29808,36.14968573,,,,,,,46,,1267,S+102.19L,,102.19,COR
11679,,,,190.16,L,S102.33L,,,-112.3000993,36.1507576,,,,,,,46,,1266,S+102.33L,,102.33,COR
11680,,,,190.18,R,S102.34R,,,-112.2997967,36.15131979,,,,,,,46,,1267,S+102.34R,,102.34,COR
11681,,,,190.37,L,S102.45L,,,-112.3016952,36.152141,,,,,,,46,,1265,S+102.45L,,102.45,COR
11682,,,,190.42,R,S102.48R,,,-112.3016281,36.15275755,,,,,,,46,,1266,S+102.48R,,102.48,COR
11683,,,,190.59,L,S102.59L,,,-112.3032181,36.15373504,,,,,,,46,,1264,S+102.59L,,102.59,COR
11684,,,,190.65,R,S102.63R,,,-112.3032293,36.1543706,,,,,,,46,,1265,S+102.63R,,102.63,COR
11685,,,,190.81,L,S102.73L,,,-112.3046352,36.15534593,,,,,,,46,,1263,S+102.73L,,102.73,COR
11686,,,,190.88,R,S102.77R,,,-112.30463,36.15615136,,,,,,,46,,1264,S+102.77R,,102.77,COR
11687,,,,191.04,L,S102.87L,,,-112.3058547,36.1571953,,,,,,,46,,1262,S+102.87L,,102.87,COR
11688,,,,191.11,R,S102.91R,,,-112.3056914,36.15792238,,,,,,,46,,1263,S+102.91R,,102.91,COR
11689,,,,191.26,L,S103.01L,,,-112.3068029,36.15903591,,,,,,,46,,1261,S+103.01L,,103.01,COR
11690,,,,191.33,R,S103.05R,,,-112.3064592,36.15975961,,,,,,,46,,1262,S+103.05R,,103.05,COR
11691,,,,191.47,L,S103.14L,,,-112.3071026,36.16101231,,,,,,,46,,1260,S+103.14L,,103.14,COR
11692,,,,191.57,R,S103.20R,,,-112.3065978,36.16184543,,,,,,,46,,1261,S+103.20R,,103.2,COR
11693,,,,191.68,L,S103.27L,,,-112.3070503,36.16283861,,,,,,,46,,1259,S+103.27L,,103.27,COR
11694,,,,191.78,R,S103.33R,,,-112.3065773,36.16376296,,,,,,,46,,1260,S+103.33R,,103.33,COR
11695,,,,191.9,L,S103.41L,,,-112.3071775,36.1648586,,,,,,,46,,1258,S+103.41L,,103.41,COR
11696,,,,191.98,R,S103.46R,,,-112.3065358,36.16561099,,,,,,,46,,1259,S+103.46R,,103.46,COR
11697,,,,192.13,L,S103.55L,,,-112.307337,36.16688973,,,,,,,46,,1257,S+103.55L,,103.55,COR
11698,,,,192.21,R,S103.60R,,,-112.3068761,36.16766501,,,,,,,46,,1258,S+103.60R,,103.6,COR
11699,,,,192.35,L,S103.69L,,,-112.3079202,36.16870377,,,,,,,46,,1256,S+103.69L,,103.69,COR
11700,,,,192.44,R,S103.74R,,,-112.3074557,36.16968677,,,,,,,46,,1257,S+103.74R,,103.74,COR
11701,,,,192.58,L,S103.83L,,,-112.308324,36.17082471,,,,,,,46,,1255,S+103.83L,,103.83,COR
11702,,,,192.69,R,S103.90R,,,-112.3078926,36.17184239,,,,,,,46,,1256,S+103.90R,,103.9,COR
11703,,,,192.82,L,S103.98L,,,-112.3085576,36.1729675,,,,,,,46,,1254,S+103.98L,,103.98,COR
11704,,,,192.92,R,S104.04R,,,-112.3081095,36.17395992,,,,,,,46,,1255,S+104.04R,,104.04,COR
11705,,,,193.05,L,S104.12L,,,-112.3087425,36.17503168,,,,,,,46,,1253,S+104.12L,,104.12,COR
11706,,,,193.15,R,S104.19R,,,-112.3082059,36.1760177,,,,,,,46,,1254,S+104.19R,,104.19,COR
11707,,,,193.29,L,S104.27L,,,-112.3090338,36.17717151,,,,,,,46,,1252,S+104.27L,,104.27,COR
11708,,,,193.39,R,S104.33R,,,-112.3084538,36.17815424,,,,,,,46,,1253,S+104.33R,,104.33,COR
11709,,,,193.54,L,S104.42L,,,-112.3094324,36.17933836,,,,,,,46,,1251,S+104.42L,,104.42,COR
11710,,,,193.61,R,S104.47R,,,-112.3091037,36.18010809,,,,,,,46,,1252,S+104.47R,,104.47,COR
11711,,,,193.76,L,S104.56L,,,-112.3099643,36.18133618,,,,,,,46,,1250,S+104.56L,,104.56,COR
11712,,,,193.83,R,S104.61R,,,-112.3096498,36.18205744,,,,,,,46,,1251,S+104.61R,,104.61,COR
11713,,,,193.99,L,S104.70L,,,-112.3106791,36.18327838,,,,,,,46,,1249,S+104.70L,,104.7,COR
11714,,,,194.07,R,S104.75R,,,-112.3104286,36.18413563,,,,,,,46,,1250,S+104.75R,,104.75,COR
11715,,,,194.21,L,S104.84L,,,-112.3117928,36.18501145,,,,,,,46,,1248,S+104.84L,,104.84,COR
11716,,,,194.29,R,S104.89R,,,-112.3116412,36.18590238,,,,,,,46,,1249,S+104.89R,,104.89,COR
11717,,,,194.44,L,S104.98L,,,-112.3131054,36.18664734,,,,,,,46,,1247,S+104.98L,,104.98,COR
11718,,,,194.52,R,S105.03R,,,-112.3132374,36.18753041,,,,,,,46,,1248,S+105.03R,,105.03,COR
11719,,,,194.67,L,S105.13L,,,-112.314875,36.18819675,,,,,,,46,,1246,S+105.13L,,105.13,COR
11720,,,,194.75,R,S105.18R,,,-112.3149737,36.18904015,,,,,,,46,,1247,S+105.18R,,105.18,COR
11721,,,,194.9,L,S105.27L,,,-112.3159765,36.19004142,,,,,,,46,,1245,S+105.27L,,105.27,COR
11722,,,,194.99,R,S105.33R,,,-112.3163145,36.19083431,,,,,,,46,,1246,S+105.33R,,105.33,COR
11723,,,,195.12,L,S105.40L,,,-112.3176832,36.1913788,,,,,,,46,,1244,S+105.40L,,105.4,COR
11724,,,,195.2,R,S105.46R,,,-112.3177904,36.19229219,,,,,,,46,,1245,S+105.46R,,105.46,COR
11725,,,,195.35,L,S105.55L,,,-112.3191194,36.19313641,,,,,,,46,,1243,S+105.55L,,105.55,COR
11726,,,,195.44,R,S105.61R,,,-112.319246,36.19406242,,,,,,,46,,1244,S+105.61R,,105.61,COR
11727,,,,195.57,L,S105.68L,,,-112.320431,36.19478247,,,,,,,46,,1242,S+105.68L,,105.68,COR
11728,,,,195.67,R,S105.75R,,,-112.3206726,36.19580002,,,,,,,46,,1243,S+105.75R,,105.75,COR
11729,,,,195.78,L,S105.82L,,,-112.3218156,36.19642066,,,,,,,46,,1241,S+105.82L,,105.82,COR
11730,,,,195.91,R,S105.90R,,,-112.3218983,36.19763967,,,,,,,46,,1242,S+105.90R,,105.9,COR
11731,,,,196.03,L,S105.97L,,,-112.3228863,36.19841637,,,,,,,46,,1240,S+105.97L,,105.97,COR
11732,,,,196.14,R,S106.04R,,,-112.322964,36.1994806,,,,,,,46,,1241,S+106.04R,,106.04,COR
11733,,,,196.27,L,S106.12L,,,-112.3240617,36.20034362,,,,,,,46,,1239,S+106.12L,,106.12,COR
11734,,,,196.38,R,S106.19R,,,-112.3241207,36.20142153,,,,,,,46,,1240,S+106.19R,,106.19,COR
11735,,,,196.5,L,S106.27L,,,-112.3253889,36.20216799,,,,,,,46,,1238,S+106.27L,,106.27,COR
11736,,,,196.58,R,S106.32R,,,-112.3253981,36.20307947,,,,,,,46,,1239,S+106.32R,,106.32,COR
11737,,,,196.73,L,S106.41L,,,-112.3269566,36.20374903,,,,,,,46,,1237,S+106.41L,,106.41,COR
11738,,,,196.82,R,S106.46R,,,-112.3267118,36.20472136,,,,,,,46,,1238,S+106.46R,,106.46,COR
11739,,,,196.93,L,S106.53L,,,-112.328014,36.20543737,,,,,,,46,,1236,S+106.53L,,106.53,COR
11740,,,,197.04,R,S106.60R,,,-112.3275997,36.20657374,,,,,,,46,,1237,S+106.60R,,106.6,COR
11741,,,,197.15,L,S106.67L,,,-112.3287523,36.20722692,,,,,,,46,,1235,S+106.67L,,106.67,COR
11742,,,,197.27,R,S106.74R,,,-112.3286033,36.20848523,,,,,,,46,,1236,S+106.74R,,106.74,COR
11743,,,,197.36,L,S106.80L,,,-112.3296674,36.2089587,,,,,,,46,,1234,S+106.80L,,106.8,COR
11744,,,,197.51,R,S106.89R,,,-112.329959,36.21032774,,,,,,,46,,1235,S+106.89R,,106.89,COR
11745,,,,197.6,L,S106.95L,,,-112.3306799,36.2109263,,,,,,,46,,1233,S+106.95L,,106.95,COR
